Degree,Degree Centrality,In-degree,In-degree Centrality,Out-degree,Out-degree Centrality,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,PageRank Centrality,Hub Score,Authority Score
spring-netflix-oss-microservices_edge-server,geocoder-microservices_zuul-gateway,Tap-And-Eat-MicroServices_github-repository,spring-boot-microservices_api-gateway,train-ticket_v1.0.0_ts-station-food-service,microservice_catalog,micro_webshop_product-proxy,spring-cloud-movie-recommendation_movie-service,blog-microservices_turbine-server,java-microservice_api-gateway,java-microservice_logstash,springcloudmicroservices_hotel-service
spring-boot-microservices-workshop_movie-info-service,geocoder-microservices_geocoderlocal-service,scaffold-cloud_scaffold-route-openapi,train-ticket_v0.0.1_ts-rebook-service,geocoder-microservices_hystrix-dashboard,scaffold-cloud_scaffold-config-server,train-ticket_v1.0.0_ts-route-plan-service,blog-microservices_recommendation-service,spring-netflix-oss-microservices_monitor-dashboard,java-microservice_oauth,geocoder-microservices_mongodb,website_gateway
spring-boot-microservices-workshop_ratings-data-service,train-ticket_v0.0.1_ts-price-service,scaffold-cloud_scaffold-business-job-service,spring-boot-microservices_comments-webservice,train-ticket_v1.0.0_ts-train-food-service,train-ticket_v0.0.1_ts-assurance-service,java-microservice_eureka-server,blog-microservices_review-service,train-ticket_v0.0.1_ts-route-plan-service,Tap-And-Eat-MicroServices_foodtray-service,microservice-consul_catalog,spring-boot-microservices_comments-webservice
java-microservice_github-repository,train-ticket_v0.0.1_ts-route-plan-service,train-ticket_v0.0.1_ts-login-service,java-microservice_zookeeper,train-ticket_v1.0.0_mail-server,spring-boot-microservices-workshop_discovery-server,java-microservice_admin,DentalAppointment_hospital-manage-service,geocoder-microservices_configurator,microservice_catalog,microservice-consul_customer,Tap-And-Eat-MicroServices_price-service
train-ticket_v1.0.0_ts-consign-price-service,Tap-And-Eat-MicroServices_item-service,microservices-basics-spring-boot_github-repository,microservices-basics-spring-boot_comments-webservice,train-ticket_v1.0.0_ts-payment-service,sample-spring-microservices-new_discovery-service,piggymetrics_monitoring,blog-microservices_product-service,microservices-basics-spring-boot_comments-webservice,microservice_customer,microservice_catalog,Tap-And-Eat-MicroServices_item-service
train-ticket_v0.0.1_ts-food-map-service,Tap-And-Eat-MicroServices_price-service,scaffold-cloud_scaffold-route-operate,blog-microservices_monitor-dashboard,blog-microservices_edge-server,spring-cloud-movie-recommendation_movie-service,java-microservice_oauth,blog-microservices_monitor-dashboard,DentalAppointment_gateway-service,springcloudmicroservices_hotel-service,microservice_customer,spring-netflix-oss-microservices_monitor-dashboard
jhipster-microservices-example_blog,spring-boot-microservices_comments-webservice,scaffold-cloud_scaffold-txmanager,microservices-basics-spring-boot_api-gateway,train-ticket_v1.0.0_ts-consign-price-service,spring-cloud-movie-recommendation_user-service,java-microservice_api-gateway,piggymetrics_monitoring,piggymetrics_config,springcloudmicroservices_user-service,scaffold-cloud_scaffold-config-server,microservices-basics-spring-boot_comments-webservice
train-ticket_v1.0.0_ts-food-delivery-service,spring-boot-microservices_task-webservice,spring-netflix-oss-microservices_monitor,train-ticket_v0.0.1_ts-assurance-service,DentalAppointment_mail-server,spring-cloud-movie-recommendation_recommendation-service,Tap-And-Eat-MicroServices_foodtray-service,blog-microservices_composite-service,train-ticket_v0.0.1_ts-rebook-service,spring-cloud-movie-recommendation_recommendation-service,scaffold-cloud_demo,micro_webshop_category-service
train-ticket_v0.0.1_ts-consign-price-service,train-ticket_v0.0.1_ts-travel-plan-service,train-ticket_v0.0.1_ts-admin-user-service,Tap-And-Eat-MicroServices_foodtray-service,train-ticket_v1.0.0_ts-user-service,qbike_qbike-intention,microservice-consul_order,microservices-basics-spring-boot_web-portal,Tap-And-Eat-MicroServices_foodtray-service,spring-cloud-movie-recommendation_user-service,spring-boot-microservices_user-webservice,micro_webshop_product-service
DentalAppointment_mail-server,train-ticket_v1.0.0_ts-travel-plan-service,qbike_api-gateway,spring-netflix-oss-microservices_edge-server,train-ticket_v1.0.0_ts-price-service,java-microservice_logstash,microservice-consul_apache,geocoder-microservices_geocoderlocal-service,java-microservice_zookeeper,spring-cloud-movie-recommendation_movie-service,spring-boot-microservices_auth-server,sample-spring-microservices-new_gateway-service
train-ticket_v0.0.1_ts-admin-user-service,DentalAppointment_hospital-manage-service,qbike_order,spring-netflix-oss-microservices_monitor-dashboard,DentalAppointment_personal-info-service,geocoder-microservices_zuul-gateway,Tap-And-Eat-MicroServices_price-service,spring-boot-microservices-workshop_movie-info-service,blog-microservices_monitor-dashboard,blog-microservices_monitor-dashboard,spring-boot-microservices_web-portal,blog-microservices_monitor-dashboard
geocoder-microservices_hystrix-dashboard,microservices-basics-spring-boot_task-webservice,qbike_zipkin,train-ticket_v0.0.1_ts-travel-plan-service,blog-microservices_auth-server,micro_webshop_security-service,Tap-And-Eat-MicroServices_item-service,spring-boot-microservices_task-webservice,train-ticket_v0.0.1_ts-assurance-service,geocoder-microservices_geocoderlocal-service,spring-boot-microservices_comments-webservice,spring-boot-microservices_api-gateway
train-ticket_v1.0.0_ts-payment-service,microservices-basics-spring-boot_comments-webservice,qbike_intention,train-ticket_v1.0.0_ts-travel-plan-service,piggymetrics_mail-server,micro_webshop_category-service,microservice-consul_catalog,spring-boot-microservices_auth-server,train-ticket_v1.0.0_ts-travel-plan-service,Tap-And-Eat-MicroServices_price-service,microservices-basics-spring-boot_comments-webservice,geocoder-microservices_zuul-gateway
train-ticket_v1.0.0_ts-train-food-service,spring-netflix-oss-microservices_monitor-dashboard,train-ticket_v0.0.1_ts-register-service,train-ticket_v1.0.0_ts-route-plan-service,train-ticket_v0.0.1_ts-consign-price-service,micro_webshop_product-service,microservice-consul_customer,spring-boot-microservices_comments-webservice,train-ticket_v0.0.1_ts-travel-plan-service,Tap-And-Eat-MicroServices_item-service,microservices-basics-spring-boot_auth-server,microservices-basics-spring-boot_api-gateway
Tap-And-Eat-MicroServices_github-repository,micro_webshop_category-service,piggymetrics_external-website,piggymetrics_monitoring,train-ticket_v0.0.1_ts-payment-service,geocoder-microservices_geocoderlocal-service,spring-boot-microservices-workshop_movie-info-service,spring-boot-microservices_api-gateway,train-ticket_v1.0.0_ts-route-plan-service,spring-boot-microservices_comments-webservice,microservices-basics-spring-boot_user-webservice,spring-netflix-oss-microservices_edge-server
blog-microservices_edge-server,micro_webshop_security-service,spring-cloud-movie-recommendation_github-repository,spring-boot-microservices-workshop_movie-catalog-service,jhipster-microservices-example_blog,Tap-And-Eat-MicroServices_account-service,spring-boot-microservices-workshop_ratings-data-service,spring-boot-microservices_user-webservice,micro_webshop_product-proxy,micro_webshop_security-service,microservices-basics-spring-boot_web-portal,micro_webshop_security-service
blog-microservices_auth-server,micro_webshop_user-proxy,qbike_qbike-uc,micro_webshop_product-proxy,microservices-basics-spring-boot_zipkin-tracing,spring-boot-microservices_user-webservice,blog-microservices_recommendation-service,spring-boot-microservices_web-portal,spring-boot-microservices-workshop_movie-catalog-service,microservices-basics-spring-boot_comments-webservice,Tap-And-Eat-MicroServices_store-service,scaffold-cloud_demo
train-ticket_v1.0.0_mail-server,micro_webshop_product-service,spring-netflix-oss-microservices_github-repository,micro_webshop_security-service,train-ticket_v0.0.1_ts-food-map-service,spring-boot-microservices_auth-server,blog-microservices_product-service,microservices-basics-spring-boot_comments-webservice,spring-boot-microservices_task-webservice,spring-netflix-oss-microservices_monitor-dashboard,Tap-And-Eat-MicroServices_item-service,spring-boot-microservices_web-portal
spring-netflix-oss-microservices_github-repository,geocoder-microservices_mongodb,train-ticket_v0.0.1_ts-admin-basic-info-service,micro_webshop_category-service,train-ticket_v0.0.1_ts-verification-code-service,spring-boot-microservices_web-portal,blog-microservices_composite-service,microservices-basics-spring-boot_api-gateway,spring-boot-microservices_auth-server,piggymetrics_monitoring,Tap-And-Eat-MicroServices_price-service,spring-boot-microservices_user-webservice
spring-netflix-oss-microservices_monitor,train-ticket_v1.0.0_ts-route-plan-service,qbike_uc,micro_webshop_product-service,micro_webshop_zuul,Tap-And-Eat-MicroServices_price-service,blog-microservices_review-service,scaffold-cloud_scaffold-config-server,spring-boot-microservices_user-webservice,blog-microservices_recommendation-service,Tap-And-Eat-MicroServices_customer-service,spring-boot-microservices_auth-server
jhipster-microservices-example_github-repository,Tap-And-Eat-MicroServices_customer-service,spring-boot-microservices_github-repository,Tap-And-Eat-MicroServices_store-service,train-ticket_v1.0.0_ts-contacts-service,Tap-And-Eat-MicroServices_store-service,microservices-basics-spring-boot_comments-webservice,scaffold-cloud_demo,spring-boot-microservices_web-portal,blog-microservices_product-service,Tap-And-Eat-MicroServices_account-service,spring-boot-microservices_task-webservice
spring-boot-microservices_github-repository,spring-boot-microservices_user-webservice,scaffold-cloud_scaffold-business-sys-service,spring-boot-microservices_auth-server,train-ticket_v0.0.1_mail-server,Tap-And-Eat-MicroServices_customer-service,spring-boot-microservices_comments-webservice,microservice-consul_customer,Tap-And-Eat-MicroServices_account-service,blog-microservices_composite-service,spring-netflix-oss-microservices_card-service,microservices-basics-spring-boot_web-portal
micro_webshop_zuul,spring-boot-microservices_auth-server,train-ticket_v1.0.0_ts-preserve-other-service,spring-boot-microservices_web-portal,train-ticket_v0.0.1_ts-config-service,Tap-And-Eat-MicroServices_item-service,scaffold-cloud_demo,microservice-consul_catalog,Tap-And-Eat-MicroServices_customer-service,blog-microservices_review-service,spring-netflix-oss-microservices_statement-service,microservices-basics-spring-boot_task-webservice
spring-cloud-movie-recommendation_github-repository,spring-boot-microservices_api-gateway,train-ticket_v1.0.0_ts-preserve-service,Tap-And-Eat-MicroServices_account-service,train-ticket_v1.0.0_ts-config-service,spring-boot-microservices_comments-webservice,Tap-And-Eat-MicroServices_account-service,sample-spring-microservices-new_zipkin,Tap-And-Eat-MicroServices_store-service,micro_webshop_category-service,spring-netflix-oss-microservices_card-statement-composite,microservices-basics-spring-boot_auth-server
qbike_zipkin,Tap-And-Eat-MicroServices_account-service,train-ticket_v0.0.1_ts-preserve-other-service,spring-boot-microservices_task-webservice,train-ticket_v1.0.0_ts-assurance-service,microservices-basics-spring-boot_user-webservice,Tap-And-Eat-MicroServices_customer-service,sample-spring-microservices-new_config-service,microservices-basics-spring-boot_task-webservice,micro_webshop_product-service,spring-netflix-oss-microservices_monitor-dashboard,microservices-basics-spring-boot_user-webservice
qbike_api-gateway,Tap-And-Eat-MicroServices_store-service,blog-microservices_config-server,spring-boot-microservices_user-webservice,train-ticket_v0.0.1_ts-train-service,microservices-basics-spring-boot_web-portal,Tap-And-Eat-MicroServices_store-service,microservices-basics-spring-boot_user-webservice,microservices-basics-spring-boot_auth-server,Tap-And-Eat-MicroServices_customer-service,blog-microservices_review-service,spring-netflix-oss-microservices_card-statement-composite
scaffold-cloud_scaffold-business-thirdparty-service,spring-boot-microservices_web-portal,train-ticket_v0.0.1_ts-preserve-service,Tap-And-Eat-MicroServices_customer-service,scaffold-cloud_scaffold-zuul,blog-microservices_composite-service,micro_webshop_security-service,micro_webshop_security-service,microservices-basics-spring-boot_user-webservice,Tap-And-Eat-MicroServices_account-service,blog-microservices_composite-service,spring-netflix-oss-microservices_card-service
train-ticket_v0.0.1_ts-payment-service,train-ticket_v0.0.1_ts-assurance-service,train-ticket_v1.0.0_ts-cancel-service,blog-microservices_recommendation-service,train-ticket_v1.0.0_ts-station-service,microservices-basics-spring-boot_auth-server,micro_webshop_category-service,spring-boot-microservices-workshop_ratings-data-service,microservices-basics-spring-boot_web-portal,Tap-And-Eat-MicroServices_store-service,blog-microservices_recommendation-service,spring-netflix-oss-microservices_statement-service
scaffold-cloud_scaffold-business-job-service,blog-microservices_recommendation-service,train-ticket_v1.0.0_ts-rebook-service,blog-microservices_review-service,train-ticket_v0.0.1_ts-station-service,blog-microservices_review-service,micro_webshop_product-service,geocoder-microservices_mongodb,micro_webshop_product-service,spring-boot-microservices_task-webservice,blog-microservices_product-service,Tap-And-Eat-MicroServices_customer-service
scaffold-cloud_scaffold-business-sys-service,microservices-basics-spring-boot_auth-server,train-ticket_v1.0.0_ts-admin-travel-service,blog-microservices_composite-service,train-ticket_v0.0.1_ts-sso-service,microservices-basics-spring-boot_comments-webservice,microservices-basics-spring-boot_auth-server,micro_webshop_category-service,micro_webshop_category-service,spring-boot-microservices_auth-server,spring-cloud-movie-recommendation_recommendation-service,Tap-And-Eat-MicroServices_store-service
scaffold-cloud_scaffold-zuul,microservices-basics-spring-boot_web-portal,train-ticket_v0.0.1_ts-cancel-service,microservices-basics-spring-boot_user-webservice,train-ticket_v0.0.1_ts-route-service,blog-microservices_product-service,microservices-basics-spring-boot_task-webservice,Tap-And-Eat-MicroServices_item-service,micro_webshop_security-service,spring-boot-microservices_user-webservice,spring-cloud-movie-recommendation_user-service,Tap-And-Eat-MicroServices_account-service
qbike_qbike-uc,microservices-basics-spring-boot_api-gateway,geocoder-microservices_configurator,blog-microservices_product-service,blog-microservices_discovery-server,blog-microservices_recommendation-service,microservices-basics-spring-boot_user-webservice,Tap-And-Eat-MicroServices_customer-service,spring-netflix-oss-microservices_card-statement-composite,spring-boot-microservices_web-portal,spring-cloud-movie-recommendation_movie-service,blog-microservices_product-service
qbike_microservice-api-gateway,microservices-basics-spring-boot_user-webservice,piggymetrics_config,microservices-basics-spring-boot_task-webservice,train-ticket_v1.0.0_ts-route-service,spring-netflix-oss-microservices_card-service,microservices-basics-spring-boot_web-portal,Tap-And-Eat-MicroServices_store-service,spring-netflix-oss-microservices_card-service,scaffold-cloud_demo,microservice-consul_consul,blog-microservices_review-service
scaffold-cloud_scaffold-route-openapi,blog-microservices_monitor-dashboard,DentalAppointment_gateway-service,microservices-basics-spring-boot_auth-server,train-ticket_v1.0.0_ts-train-service,spring-netflix-oss-microservices_card-statement-composite,spring-boot-microservices_task-webservice,qbike_qbike-intention,spring-netflix-oss-microservices_statement-service,micro_webshop_user-proxy,geocoder-microservices_geocoderlocal-service,blog-microservices_composite-service
piggymetrics_mail-server,blog-microservices_composite-service,train-ticket_v0.0.1_ts-rebook-service,microservices-basics-spring-boot_web-portal,train-ticket_v0.0.1_ts-price-service,spring-netflix-oss-microservices_monitor-dashboard,spring-boot-microservices_auth-server,qbike_qbike-trip,blog-microservices_product-service,microservices-basics-spring-boot_task-webservice,geocoder-microservices_zuul-gateway,blog-microservices_recommendation-service
train-ticket_v0.0.1_ts-admin-route-service,blog-microservices_review-service,java-microservice_zookeeper,spring-netflix-oss-microservices_card-statement-composite,Tap-And-Eat-MicroServices_discovery-service,spring-netflix-oss-microservices_statement-service,spring-boot-microservices_user-webservice,Tap-And-Eat-MicroServices_account-service,blog-microservices_recommendation-service,microservices-basics-spring-boot_web-portal,sample-spring-microservices-new_discovery-service,microservice_zuul
train-ticket_v0.0.1_mail-server,blog-microservices_product-service,train-ticket_v1.0.0_ts-travel-plan-service,spring-netflix-oss-microservices_card-service,spring-boot-microservices-workshop_discovery-server,scaffold-cloud_demo,spring-boot-microservices_web-portal,microservices-basics-spring-boot_task-webservice,blog-microservices_composite-service,microservices-basics-spring-boot_user-webservice,spring-netflix-oss-microservices_edge-server,microservice-consul_apache
piggymetrics_external-website,spring-netflix-oss-microservices_card-statement-composite,train-ticket_v0.0.1_ts-travel-plan-service,scaffold-cloud_demo,java-microservice_logstash,microservice-consul_consul,scaffold-cloud_scaffold-config-server,microservices-basics-spring-boot_auth-server,blog-microservices_review-service,microservices-basics-spring-boot_auth-server,piggymetrics_monitoring,piggymetrics_monitoring
scaffold-cloud_scaffold-route-operate,spring-netflix-oss-microservices_card-service,micro_webshop_product-proxy,spring-netflix-oss-microservices_statement-service,microservice-consul_consul,qbike_qbike-trip,spring-netflix-oss-microservices_card-statement-composite,micro_webshop_user-proxy,scaffold-cloud_demo,sample-spring-microservices-new_config-service,qbike_qbike-intention,micro_webshop_user-proxy
microservices-basics-spring-boot_github-repository,spring-netflix-oss-microservices_statement-service,spring-boot-microservices-workshop_movie-catalog-service,microservice-consul_apache,DentalAppointment_hospital-manage-service,DentalAppointment_hospital-manage-service,spring-netflix-oss-microservices_statement-service,micro_webshop_product-service,microservice-consul_apache,qbike_qbike-trip,blog-microservices_monitor-dashboard,qbike_qbike-trip
microservices-basics-spring-boot_zipkin-tracing,spring-netflix-oss-microservices_edge-server,microservice-consul_apache,qbike_qbike-trip,spring-boot-microservices_api-gateway,spring-netflix-oss-microservices_edge-server,spring-netflix-oss-microservices_card-service,spring-netflix-oss-microservices_edge-server,qbike_qbike-trip,spring-netflix-oss-microservices_card-statement-composite,spring-boot-microservices_api-gateway,sample-spring-microservices-new_config-service
microservice-kafka_zookeeper,scaffold-cloud_scaffold-config-server,geocoder-microservices_mongodb,sample-spring-microservices-new_config-service,sample-spring-microservices-new_zipkin,spring-boot-microservices_api-gateway,qbike_qbike-trip,spring-netflix-oss-microservices_statement-service,geocoder-microservices_mongodb,spring-netflix-oss-microservices_statement-service,DentalAppointment_hospital-manage-service,qbike_qbike-intention
microservice_turbine,scaffold-cloud_demo,scaffold-cloud_scaffold-config-server,geocoder-microservices_mongodb,blog-microservices_monitor-dashboard,sample-spring-microservices-new_zipkin,micro_webshop_user-proxy,spring-netflix-oss-microservices_card-service,micro_webshop_user-proxy,spring-netflix-oss-microservices_card-service,sample-spring-microservices-new_zipkin,scaffold-cloud_scaffold-config-server
micro_webshop_auth-server,piggymetrics_monitoring,micro_webshop_user-proxy,qbike_qbike-intention,piggymetrics_monitoring,piggymetrics_monitoring,sample-spring-microservices-new_config-service,spring-netflix-oss-microservices_card-statement-composite,sample-spring-microservices-new_config-service,scaffold-cloud_scaffold-config-server,microservices-basics-spring-boot_api-gateway,geocoder-microservices_mongodb
scaffold-cloud_scaffold-txmanager,qbike_qbike-intention,sample-spring-microservices-new_config-service,scaffold-cloud_scaffold-config-server,spring-netflix-oss-microservices_edge-server,microservices-basics-spring-boot_api-gateway,geocoder-microservices_mongodb,spring-netflix-oss-microservices_monitor-dashboard,qbike_qbike-intention,qbike_qbike-intention,qbike_qbike-trip,website_authserver
scaffold-cloud_scaffold-route-app,qbike_qbike-trip,qbike_qbike-intention,micro_webshop_user-proxy,microservices-basics-spring-boot_api-gateway,blog-microservices_monitor-dashboard,qbike_qbike-intention,Tap-And-Eat-MicroServices_price-service,scaffold-cloud_scaffold-config-server,geocoder-microservices_mongodb,website_gateway,website_backend
